AL012000,            UNNAMED,      4,
20000820, 0600,  , HU, 36.7N,  48.0W,  90,  971, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000820, 1200,  , HU, 37.1N,  47.9W,  85,  972, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000820, 1800,  , HU, 37.4N,  47.7W,  85,  973, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000821, 0000,  , HU, 37.9N,  47.5W,  85,  974, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000821, 0600,  , HU, 38.3N,  47.3W,  80,  976, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000821, 1200,  , HU, 38.9N,  47.2W,  80,  977, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000821, 1800,  , HU, 40.0N,  46.7W,  80,  978, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000822, 0000,  , HU, 41.2N,  45.9W,  75,  979, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000822, 0600,  , HU, 42.6N,  45.4W,  75,  981, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000822, 1200,  , HU, 44.0N,  44.0W,  70,  983, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000822, 1800,  , HU, 46.1N,  42.1W,  65,  985, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000823, 0000,  , HU, 48.3N,  39.5W,  65,  987, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000823, 0600,  , TS, 50.7N,  36.8W,  55,  994, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000823, 1200,  , EX, 53.2N,  35.4W,  45,  997, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000823, 1800,  , EX, 57.0N,  34.0W,  45,  997, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000824, 0000,  , EX, 59.5N,  30.3W,  40,  995, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000824, 0600,  , EX, 62.0N,  25.5W,  35,  992, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000824, 1200,  , EX, 65.5N,  23.0W,  35,  990, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000824, 1800,  , EX, 68.0N,  20.0W,  30,  992, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000825, 0000,  , EX, 69.0N,  12.5W,  30,  990, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000825, 0600,  , EX, 70.7N,   4.9W,  30,  994, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
AL042000,            UNNAMED,     13,
